Data,EOL,EOL_CAT,HID,HID_CAT,NUC,NUC_CAT,TER,TER_CAT,SIN-DM,SIN-DM_CAT,SIN-EA,SIN-EA_CAT,PLD,PLD_CAT,Preco,Preco_CAT,Preco_L,Preco_L_CAT
2020-10-31,0.022889973316871533,2,0.005553652668886687,3,-0.007931602742513118,1,0.030697364324101445,3,0.007881657312926863,4,-0.01852954227360066,1,0.029091593558066797,3,0.0652247690441013,4,0.0035912464642542928,2
2020-11-30,0.03001751191456172,3,0.00593369573733236,3,-0.023146765937472513,0,0.051163106520663894,4,0.011790128679503322,4,-0.03084491047760729,0,0.05641316042731747,3,0.13334972875151868,4,0.016282127789218698,3
2020-12-31,0.024092505252712487,3,-0.0010099310416696952,2,-0.029289040212484446,0,0.07002967744388312,4,0.010488615999400413,4,-0.03756998668118497,0,0.08219573181280493,4,0.1708374041105803,4,0.030857879962420433,4
2021-01-31,0.0325072632063693,3,-0.003802148123805177,1,0.007913015940039922,3,0.09642596641718647,4,0.016913135387367988,4,-0.03007561952512254,0,0.14761125714589543,4,0.16772770486996547,4,0.04084040472744576,4
2021-02-28,0.024478294743815486,3,-0.018962728248703584,0,0.03309832145037924,4,0.10302181319093341,4,0.006794666281759228,3,-0.04564249989591073,0,0.17822975610434616,4,0.14810060448939377,4,0.04320136897774464,4
2021-03-31,0.0115973097015858,1,-0.029005023815909647,0,0.0136451353858466,3,0.08068222854524022,4,-0.004130569885783804,0,-0.05381065709959701,0,0.14848178168024026,4,0.11471085715602966,4,0.03122650041126506,4
2021-04-30,0.026300288929048638,3,-0.019124887506923306,0,0.00042951040278491244,2,0.053355141008536736,4,0.0027579468675963336,3,-0.029654623500347605,0,0.05796489664054575,3,0.04570377709753019,3,0.01676136441371297,3
2021-05-31,0.019781597774206464,2,-0.008440923030860775,0,0.0005289495717545747,2,0.024465502066077643,3,0.0024816162688536107,3,-0.010376645839958608,1,-0.0568710245965941,1,-0.01630885819081971,2,0.01113950661347572,3
2021-06-30,0.009389935224156406,1,0.0031700452805779726,3,0.006895820686651045,3,0.0027656292898597633,2,0.002042117309881067,2,0.006948967322985742,2,-0.08176300803357128,0,-0.020508901248505716,1,0.00857151855596857,3
2021-07-31,0.000393448049910212,0,0.009270030127271614,4,0.007592015937291113,3,-0.013474426967763317,1,0.0011378138223267628,2,0.029662410151159033,4,-0.05507294875256083,1,-0.016543218159267743,2,0.007650047307694765,3
2021-08-31,0.00375919140501155,0,0.010820217330425048,4,0.005182441690465647,3,-0.017586941723607426,1,0.002462476472666321,3,0.047619251151446204,4,-0.04441981866832619,1,-0.026109276585176262,1,0.0061063104724971545,3
2021-09-30,0.017774900341603145,2,0.007394546212171464,3,0.004106129579252832,3,-0.016824989642701915,1,0.0033147828152643197,3,0.04789355439562899,4,-0.02621618732583987,1,-0.019298291316097248,2,0.006954149833247486,3
2021-10-31,0.021947266541920085,2,0.019014513792511446,4,0.025195373773501346,4,-0.022497050128319058,1,0.01251066726849756,4,0.06866887425522711,4,-0.021433187367172996,1,-0.032376287552805715,1,0.0050627026995586875,2
